gene_name,index feature,mutual information
NAA20,7607,0.06527688961427246
HDHD3,5299,0.06526497344971582
RGS20,9808,0.0652605192941968
DFFA,2686,0.0652496888075409
HEXA,5341,0.06523081447827886
NPEPPS,7989,0.0652002674461222
NECAP2,7781,0.06519315581675508
BYSL,1189,0.0651750119215603
NME7,7929,0.06517071417891561
NDFIP2,7718,0.06516588809879764
NDUFS1,7763,0.06516452300248776
ID3,5568,0.06515187551097586
FUS,4700,0.0651099308167725
MORN2,7273,0.06510950245650617
YWHAE,12965,0.06508189455175284
MRPL24,7343,0.06506760228221611
CRACR2B,2297,0.06506346150783171
EGLN1,3105,0.06506227433666176
SF3B1,10386,0.06505941465760849
SRRM2,11122,0.0650591127656339
CDKN2A,1752,0.06505155552966493
MRPL32,7347,0.0650354668608356
TM7SF2,11746,0.06501905304947622
TNPO1,12003,0.0650142241449432
TCEAL8,11522,0.06501087388551481
TAF7,11424,0.06500639452571769
SNRPD3,10907,0.06499319303027289
IK,5651,0.06499161398275016
CGGBP1,1898,0.0649668045547282
UBN1,12475,0.06492843528459777
DNM3,2869,0.06492842588512716
CHEK1,1927,0.06489802787889772
UBL4A,12470,0.0648632137678822
UXS1,12656,0.06485735270823563
CEBPZ,1776,0.06483686943626016
NPM3,7998,0.0648203290869225
ID1,5566,0.06481753351221438
NDUFAB1,7740,0.06481378946455911
CNOT9,2133,0.06475930968712695
LMAN1,6530,0.06470266279844474
ABL2,67,0.06468327292239404
COG4,2163,0.06466847417209436
SCPEP1,10229,0.06465472739484161
MBOAT7,6928,0.06462380541543977
PRKAR2A,9169,0.06458620855497643
LMF2,6539,0.06458368953808391
BCKDK,1007,0.06458037306907516
DTD1,2950,0.06456988251048303
KLF3,6085,0.06456894579359482
SAMD4B,10140,0.06454844705586213
MDH1,6975,0.0645186723673866
MED27,7013,0.06451464183771272
GLOD4,4921,0.06451038199088809
RHOV,9834,0.06450617800918695
MLF2,7211,0.06449097253630637
NMI,7930,0.06448312139455589
GET1,4859,0.06448214455581538
HNRNPUL2,5448,0.0644804877754853
MRPS18A,7381,0.06446322958933746
CD47,1644,0.06445653067460498
CCNYL1,1608,0.06444361269942411
CWC27,2450,0.06443728483566569
SORL1,10961,0.06443098332348259
NKX2-1,7909,0.06441599546557636
PCBD2,8421,0.06441554531676
ENSG00000272256,3962,0.06440801413872127
NFIB,7839,0.06440200102877558
EED,3064,0.06438422727259559
TTYH3,12335,0.06437209476545454
PERP,8560,0.06430347513279644
ISG20L2,5817,0.06430211614209805
NT5C,8073,0.06428723988828261
NR2C2AP,8015,0.06427006958162348
ISOC1,5818,0.06422931841198877
MTFR1,7464,0.06422533102980776
CBX4,1479,0.06419719015624903
WDR18,12807,0.06417353745116128
PDHA1,8510,0.06416373806290993
TMPRSS11E,11948,0.06416324860250841
VASP,12674,0.06413337826848324
SAT2,10166,0.06408950910056685
TMEM141,11810,0.06408071168728867
SRP54,11109,0.06407598948950785
RNPEPL1,9976,0.06407597324417699
TMEM87A,11932,0.06405699366489673
ECI2,3047,0.06405242058416508
P4HA2,8292,0.0640387263796327
DEGS1,2649,0.06403279377934465
TBL2,11505,0.0640158110358876
BMP1,1081,0.06401349490377459
UBAC1,12415,0.06400910924415265
TMEM9B,11941,0.0639734970316237
FDX2,4505,0.06396662477788281
STK16,11222,0.0639473057946538
IRF1,5796,0.0639449753711833
EEF1AKMT1,3067,0.06392274523661964
TIMM17B,11694,0.06392216140849652
TBC1D9B,11492,0.0639008880517696
RELA,9746,0.06385774731712132
CIP2A,1999,0.0638572717746698
MAGEA3,6758,0.06383947060364763
CNP,2134,0.06382740889876873
SP100,10976,0.06381639448829916
NF1,7825,0.06377493413246922
TP53I3,12059,0.06375079828983628
AJUBA,295,0.06374858099104755
SYT1,11380,0.06372367762628442
ITPA,5848,0.06368619452334852
GOLM2,5000,0.06358834321579607
PRIM1,9154,0.06358516485867045
GALNT10,4765,0.06356435172928021
FTH1,4686,0.06356343927104907
GTF3C2,5168,0.06356095049809443
ATPAF2,877,0.06355188436150593
PIM1,8725,0.06353367475114255
TANC2,11433,0.06351683393752217
ENSG00000172660,3327,0.06350885739780199
ENSG00000130489,3289,0.063470303526571
DDRGK1,2603,0.06347018520708442
NDFIP1,7717,0.06346182401002125
TLN1,11734,0.06344450284145631
KRBOX1,6153,0.06339980733019078
RAB34,9509,0.06337853938517544
PLS3,8858,0.0633692595293596
HIBCH,5355,0.06335709674081035
AAMP,9,0.06334655451761334
KRT81,6177,0.06334046718733832
CREG1,2313,0.06333082087669258
HACD3,5234,0.06331501196189125
DHRSX,2723,0.06330750575263018
FUCA2,4695,0.06329233787567107
SERINC3,10346,0.06328989454107747
RNASEH2C,9893,0.0632749129634021
AFDN,231,0.06326049851337737
SRSF11,11128,0.06325790907744269
NUBP1,8096,0.0632521906693704
PSPC1,9328,0.0632398871376416
RETREG2,9762,0.063234406104613
IFT22,5617,0.06323302575955345
SRPRB,11116,0.0632321329552885
NMB,7921,0.06318316793296143
U2AF1,12400,0.06317534717262373
NSUN5,8070,0.06315354148316332
ARCN1,575,0.06313325750068295
HAX1,5262,0.06313224149514679
PRKAG1,9164,0.0631295086494235
KIAA0319L,6015,0.06311234798267043
NMD3,7922,0.06311166595153592
BAZ1B,973,0.0630854014099486
LMAN2,6531,0.06308317965110977
UAP1,12405,0.06306102473106254
CMIP,2093,0.06303876080066441
TMEM248,11877,0.06301675839143332
APPL1,560,0.06299762017415378
CFD,1887,0.0629967408787832
AKAP13,309,0.06296020964575447
NUP188,8138,0.06295332127815098
RSL24D1,10058,0.06294588096108622
VAT1,12675,0.06290702449770408
ULBP2,12534,0.06290098594589122
SEM1,10306,0.06286383925108757
ESF1,4181,0.06285554300112148
ARL6IP5,674,0.06284464378796271
NDUFB3,7754,0.06283452962629316
ATP6V0D1,855,0.06283322544589415
MTERF3,7458,0.06282256756557134
BMP4,1086,0.06277647703039878
NGLY1,7862,0.06276966207178385
CAPN1,1395,0.06276000904046189
ANKRD13C-DT,442,0.06274900882592535
ERRFI1,4171,0.06274190002946725
ACTB,127,0.06267117916474377
SETD5,10372,0.062657105006175
EXOC3-AS1,4226,0.06264309034023902
PRPS2,9220,0.06262751363410508
POLR1D,8942,0.06262036641163098
UTP4,12650,0.0626150884617756
SEPHS1,10327,0.06260469290039308
BCAT2,1002,0.06257409097430049
ADH5,197,0.06256305214332378
MAPKAPK5,6871,0.06254324621304289
COQ10B,2218,0.06254170152993951
CAST,1449,0.06252369164537101
SEPHS2,10328,0.06249300012267594
C19orf25,1231,0.0624766480615735
PHIP,8650,0.06245937205535243
SIAH2,10486,0.06242853731023901
CDC5L,1692,0.06236295609260353
PRMT5,9192,0.06234336080127856
PMF1,8875,0.06233976782988092
UROS,12582,0.062295366278853376
FNBP1,4611,0.06225801926447831
ETS2,4203,0.06225694599279691
SMARCE1,10795,0.06221716839882712
XRCC6,12917,0.0621995075570697
NDUFA1,7726,0.06219425047389996
SDF2L1,10248,0.0621888515742881
TPM1,12077,0.06218477828984992
LYPLAL1,6714,0.0621748335293017
TMEM123,11794,0.06214088114713986
SCAF11,10184,0.06214077532317505
LRPPRC,6611,0.06210755399280212
SSR2,11152,0.062103039525889914
MBTPS1-DT,6932,0.06209326609917101
LSR,6673,0.062071430127713274
PFDN6,8585,0.06205764745136408
DERA,2678,0.06205753787314207
ECHS1,3045,0.06203977688033985
FKBP1A,4572,0.06203171641592406
LDHB,6261,0.062006499205988996
CUL3,2438,0.06200503127653787
STARD10,11189,0.0620006828020275
STRN4,11263,0.06198730854069509
XRN2,12919,0.061976711546343204
TEX261,11592,0.06195203322265873
MT-ND1,7432,0.06194752096967482
CTDSP2,2397,0.061946559814323524
ATP1B1,817,0.061931444908311324
FMC1,4600,0.06192931077582572
EIF5B,3178,0.06191078727686396
SLC39A7,10693,0.061901674988508654
OAS1,8172,0.06188397624064931
TRIOBP,12193,0.06187540169368681
RBMX2,9702,0.06185815170215202
ATP5MJ,843,0.06185733789322632
DGUOK,2702,0.061844503235082865
NFKBIA,7845,0.061836771053183234
EVA1A,4211,0.06183083001332237
CDCA2,1696,0.061817845834585085
LPCAT1,6574,0.061815059346945075
SINHCAF,10498,0.06178775296007569
RAB21,9490,0.06178238452000227
KPNA6,6146,0.061769284884878595
PLEK2,8808,0.06176264130979096
PTPRU,9400,0.06176043298129005
MIR210HG,7173,0.061753197059924714
SURF4,11331,0.061693780747176255
DCAF13,2549,0.06167294528543179
CHCHD6,1915,0.06166194741488909
IER3,5583,0.06165923013329429
DNAJA2,2816,0.061633044491575154
LTBP4,6680,0.061628127139940654
RNF10,9899,0.06161959122988915
RAB11B,9473,0.061600933994880966
IWS1,5863,0.06154961688483487
C6orf132,1312,0.06154393810836183
SMARCD2,10793,0.06153989612670176
VPS28,12730,0.06153789922184825
FLNA,4588,0.06151781671114512
THOC6,11662,0.06147504550050757
PDCL3,8493,0.06147304649099505
STAC,11177,0.06145908922365974
ZFR,13108,0.061440412977500025
HAGHL,5242,0.06143125426008318
LURAP1L,6691,0.06140738640300681
CLTC,2083,0.06138092283793873
CORO1B,2230,0.0613791230155028
ETFRF1,4198,0.06137432149906594
PDXK,8538,0.06136711870888992
FXR1,4711,0.06131993177705215
SETD3,10370,0.0613172774288802
PSMA2,9276,0.0612910899713249
PACSIN3,8313,0.06124364697637153
UBE2E1,12436,0.06121539376276035
CDC42SE1,1689,0.06120759783962562
MAB21L4,6734,0.061165720610642474
BRD3,1126,0.0611583214373047
LAMC1,6209,0.06115581173130707
TMEM258,11883,0.061131929135213314
FKBP11,4569,0.06113060560553406
ZNF106,13156,0.06112804623712825
CEBPG,1775,0.06109734123496467
NOL10,7946,0.06108862454104805
TMEM14B,11817,0.06107549149309077
EPS8,4126,0.060971020430866975
PDHB,8511,0.06096594341556766
RNF130,9911,0.060958477048868434
SSH2,11147,0.06094764137166178
KHSRP,6011,0.060946809289510344
SRP9,11112,0.06093711808739903
SELENOK,10297,0.06093210532335577
GPSM2,5084,0.06091449574927951
MRPL11,7328,0.06090956978013396
TIMMDC1,11703,0.06084839511869378
ENTPD6,4075,0.060831253395483245
HSD17B11,5492,0.060824127894788596
DDX1,2605,0.06078663464511688
MYC,7541,0.06078552424455246
EHMT1,3119,0.060783614303122055
TIPARP,11708,0.060777203660655144
PNKD,8886,0.06076571538830686
TBRG1,11509,0.06074517618404131
PHB2,8625,0.06074278424443979
RARG,9620,0.06068487807765107
REPIN1,9754,0.060622100601990234
PEMT,8554,0.06061332680657556
SMIM26,10827,0.06058843091394414
TRADD,12103,0.060568699902998374
DNAJC5,2852,0.06056014542687241
NUDCD1,8103,0.06052092518937141
PITPNA-AS1,8745,0.0605205216687092
MSI2,7412,0.06051537101134731
HSPE1,5529,0.06051119152239073
HSD17B12,5493,0.060498470249238954
GNL3,4978,0.0604892936286339
NRDC,8034,0.06048380126363932
POLDIP3,8924,0.06045511008710935
DCK,2562,0.06043304496950474
MARCHF6,6881,0.06042635964360095
PTPRA,9389,0.06041713298887843
UQCC2,12562,0.06041415391157939
TMEM160,11824,0.060413093666498066
RBBP7,9652,0.060394639485205584
MITF,7196,0.06038611329914083
SUCLG1,11296,0.0603709194193037
UCP2,12510,0.0603631548390056
ENSG00000108296,3280,0.0603546822767018
PLEKHA3,8811,0.060294249283270054
PTCD3,9341,0.06027976326906611
UQCRB,12569,0.06024968675299394
PPIG,9020,0.06022689322831151
COA7,2154,0.06021773791741869
IMMT,5700,0.060199484553050124
SF3A1,10383,0.06019814812002502
NFKBIZ,7850,0.060196518295367055
SMIM29,10829,0.060191662854434974
IMPDH1,5706,0.0601906523591274
GRK2,5114,0.060171684807542036
RARS1,9622,0.06015782981081363
SNCG,10871,0.06013876798678209
SEC31A,10279,0.06012349707121451
CCNI,1595,0.06009558520224331
NORAD,7969,0.060091915506676176
RAP1GDS1,9605,0.06008687307772756
SERPINB1,10349,0.06008442016053858
CAD,1354,0.06007413080483866
IMPDH2,5707,0.060071834256777396
WBP11,12791,0.060057378445903406
NRBP1,8031,0.06004400708049861
FANCA,4390,0.06002149656345389
PROM2,9201,0.05999879079357341
ZMPSTE24,13141,0.059995552656703054
SARS1,10159,0.059993178697774145
ZKSCAN1,13129,0.05999102031762828
YARS2,12928,0.05996750135215087
DHCR7,2706,0.05996591424800905
GPT2,5086,0.059960942787119643
FXYD3,4714,0.05995041045266102
ASH2L,743,0.059945516692281826
SHROOM3,10482,0.05993874467809886
TMEM30A,11890,0.059924777888023896
DHRS7,2721,0.05992233186437046
SYS1,11379,0.05986360654309378
PYM1,9447,0.05986332980955085
ENSG00000131795,3291,0.05985396956640409
PDLIM1,8522,0.05982441797267182
CD320,1640,0.05979983663242961
NT5C3A,8075,0.059785858875322735
WDR82,12848,0.059728572141781566
STK17B,11224,0.059724125270425824
RNPS1,9977,0.05971749937659859
STOML2,11248,0.059709753113286274
GSTO1,5144,0.059699931016393835
BZW2,1191,0.059699204287601955
ACLY,100,0.05969751890784067
EXOSC4,4240,0.05969652887285313
TSFM,12245,0.05968650540270165
TOMM5,12029,0.05968431122880043
SFXN4,10406,0.05967910116514411
CPSF3,2285,0.05963626581925058
SSB,11140,0.05962270872171174
COPZ1,2216,0.05959409608537797
TMEM242,11874,0.05957371770392325
ATP5IF1,835,0.05957230605367791
ARF1,578,0.05956463384266609
DAZAP1,2534,0.05956133874828616
MET,7045,0.05953431519895492
TBRG4,11510,0.0595063644619647
MTRFR,7500,0.059492632245352076
MGAT2,7103,0.05949197768922983
UXT,12657,0.05947996646177686
PNN,8890,0.05944779021562371
LYSET,6721,0.059428497688250294
ZFYVE19,13116,0.059419116715834094
NDUFB11,7751,0.059408105618464824
SYNGR3,11370,0.059382557304403644
DCAF5,2554,0.05938092159270162
PARL,8373,0.059330308334993254
ELOF1,3205,0.05930220525615578
BABAM2,943,0.05927633122196141
PPP4C,9102,0.05927330923409042
ZNRF1,13616,0.05927051514062381
UNG,12550,0.059251311563656664
MECR,6992,0.05925100270350351
TMEM41A,11898,0.059201861669416225
RBM47,9692,0.05918445203116409
ATXN3,889,0.05917028696392814
TMEM245,11876,0.059161084920262653
MIR4458HG,7182,0.05913694197096196
RDH11,9730,0.05913134393650793
ELOVL5,3207,0.0591232534506263
FAM98B,4387,0.059113702404234234
NDUFS8,7770,0.0591093964246469
CIZ1,2009,0.059082665892062874
LYRM2,6716,0.05907162108166453
DOHH,2889,0.0590456036347833
FANCL,4398,0.058992730244482205
FAM178B,4322,0.05898922425713666
EIF4H,3172,0.05898252969853082
BLVRB,1076,0.0589825142546471
PLK2,8840,0.058953573976217116
TMC6,11760,0.05892689084565693
CCS,1612,0.05891662716653095
FAF2,4277,0.05889866303116337
BFAR,1042,0.05889401274711274
LARP1B,6226,0.05889216852565144
DNAJA1,2815,0.058891421706024766
TXNDC12,12378,0.05888700477471345
NDUFAF3,7743,0.058880303741958566
PINK1,8731,0.05887087475028993
PTK7,9364,0.058866987420282096
PRDX4,9139,0.058839612940273844
SRCAP,11092,0.05882559683235997
NSL1,8058,0.058795631860162685
MEAF6,6988,0.0587927161304167
SPR,11059,0.05876076172112857
MAD2L1BP,6744,0.058732839389444215
LEO1,6276,0.0587313552979828
NTAN1,8083,0.058725375927560934
PGM2,8612,0.05871256343837175
HM13,5396,0.05868482240932483
B4GALT1,929,0.058668249637552704
AP1S3,507,0.05866493333269352
IRF2BPL,5801,0.058655340465308084
DUS3L,2966,0.058653182852480494
UBXN4,12499,0.05864708740046035
ANKRD54,463,0.0586423865027995
HSCB,5486,0.0585832897998426
LYRM7,6719,0.05856869970568408
UNC13D,12544,0.05856238725789743
ANTKMT,482,0.058547298349010506
IL7R,5688,0.05853551795835571
SHCBP1,10461,0.05852088660891808
RBFOX2,9658,0.05850070658436328
GTPBP8,5180,0.058476136926201336
ENSG00000258314,3648,0.05846949526941991
PHKG2,8654,0.05846809528863891
SNRNP70,10898,0.058419837482843184
TMEM128,11800,0.058401849668964154
NAA25,7608,0.05840029347290386
KMT5B,6135,0.05839961993996412
MEX3A,7073,0.05833125871669416
TSPO,12272,0.05830947176683165
SND1,10872,0.058266281079679585
ANAPC10,410,0.05826092692080873
PPP4R3A,9107,0.05825681706077484
PWP1,9422,0.058255885009568756
CERCAM,1853,0.058201733998324456
HAUS1,5254,0.058173501545602704
CLUH,2087,0.05811713905350106
WLS,12869,0.05808688359196043
SAV1,10169,0.05806949835356895
C4orf3,1300,0.05806866961703427
FKBP3,4575,0.0580683763865858
HSDL2,5504,0.05806485918516126
CLIC1,2050,0.058060723705836266
DHRS7B,2722,0.05805768994763538
DYNLRB1,3006,0.05803856989233738
TNS4,12013,0.05802937611842825
LIMS1,6313,0.05802638014933677
EIF4A2,3161,0.058002629912555566
MRRF,7401,0.05799810502462614
E2F6,3025,0.05799318680619919
ACAP3,89,0.0579696514726922
BOK,1101,0.05796630810317621
MAPKAPK2,6869,0.057912804417912286
NUDT9,8124,0.05790139007055924
OGFR,8202,0.057807970040518915
STC2,11205,0.05780698960944646
BECN1,1035,0.05775205289549781
PSAT1,9265,0.057728359246072336
ZDHHC12-DT,13055,0.05771630899825628
AKT2,332,0.05767459950031956
HCFC1,5272,0.05765060603317655
LAMTOR5,6217,0.057589850875048726
HINT2,5367,0.057570219574163174
NCOR2,7710,0.05750647197359826
DBNL,2541,0.057483002040604025
NDUFAF4,7744,0.05748106576878082
NSMCE1,8060,0.057479929423320045
SREK1,11098,0.05747738693167061
THBS1,11649,0.05746533797556034
JMJD6,5883,0.05744385208938771
KLF4,6086,0.057417470185279415
TIMM10B,11691,0.05740342197594461
C12orf43,1201,0.05738244704664562
TKT,11721,0.057379916086900115
EIF1AX,3128,0.057357589325471886
CNOT11,2125,0.057283847653224196
NAPA,7648,0.05724269638786869
ALG8,368,0.05723849061987062
EFNA1,3093,0.05722208427429393
ENSG00000161326,3312,0.05719999379979798
ATOX1,807,0.05719108656139271
ASPM,752,0.05711963661091605
FAM174A,4318,0.057109092390217435
TBC1D22A-DT,11476,0.05710723315910682
MITD1,7195,0.05709982903414146
GRAMD1A,5092,0.05708016030308838
C5orf15,1306,0.05705174877234691
SNHG15,10877,0.057038405678233706
SUZ12,11342,0.05698264133814514
ARHGEF19,627,0.05697621471262476
SLC25A3,10596,0.056967588188495864
GPBP1L1,5032,0.05696505554410261
KLHL36,6115,0.056955683417987
CASP8,1447,0.056926225395717844
PET100,8562,0.05688215154845114
COX7A2L,2255,0.05687409740562268
GALM,4762,0.05687147416351655
LTBR,6681,0.05684477316054648
TCERG1,11525,0.0568272870699491
NEMF,7810,0.05682128448584867
TNFAIP2,11970,0.056786437502102494
DPH7,2911,0.05678514744542673
ZNF512B,13372,0.056784369236393926
KLF2,6084,0.056767642586912505
MXD3,7531,0.0567468101932731
NIPSNAP2,7895,0.05672765745480015
RTN3,10080,0.05672059124297816
NTAQ1,8084,0.05671164149984152
PSMB4,9287,0.05670625772630415
PGM2L1,8613,0.056637460816403376
SLC4A2,10717,0.05661644989336982
FAM168B,4315,0.056601459362953806
SNRPC,10904,0.0565961058382322
MAEL,6748,0.05658939610628535
DUSP10,2969,0.056582047158495505
PIP4P1,8736,0.05657117752507901
YY1AP1,12971,0.05656268347822814
SPATC1L,11010,0.05653693246695425
MFSD12,7087,0.056521279899634166
TUSC3,12362,0.056502612227277746
FAT1,4415,0.056479377341198095
TEAD2,11555,0.05647708160836684
RAB6A,9527,0.05646880909775152
ENSG00000241990,3551,0.05646029936427485
EFTUD2,3101,0.0564544100163739
HIGD2A,5362,0.05645238603246583
HSP90B1,5513,0.056388227424615814
SIGIRR,10489,0.05636125659975015
EEIG1,3078,0.05628696203100056
CPTP,2293,0.05628160654374012
ENSG00000272009,3934,0.05627470851752497
CLU,2085,0.056260031864552223
SOX2,10969,0.056254852667775516
CST6,2378,0.056253847997748456
SNRPE,10908,0.05624303742687631
NIPA2,7889,0.056221451875853395
UBE2J1,12444,0.056214911377324976
MAP4,6838,0.056190661298003736
RAB31,9504,0.05613664100084849
CFAP20,1868,0.05613624164142329
ALDH9A1,353,0.056123014145289224
SF3B5,10390,0.056117516251878476
ARID1A,642,0.05611150829878006
MICOS13,7132,0.05608152870949781
GCFC2,4829,0.05605428801202529
RAD50,9558,0.05603779386089071
HERPUD1,5332,0.05603157465327223
AP1M2,504,0.05601606533738211
CNPY2,2136,0.05600358996637181
CAPG,1394,0.05599050080618694
C19orf53,1237,0.05595068566638315
NEU1,7819,0.05591332147184026
OGT,8205,0.05587887007076787
SAP30,10149,0.05586088561058663
PRRT3-AS1,9249,0.05584861349277653
H2BC21,5220,0.05582028877314621
MICOS10,7130,0.055814861808685626
ZNHIT1,13611,0.05579212737618748
EEF2,3074,0.05578572294403973
NCAPH,7685,0.0557775834610717
FXYD5,4715,0.05577026288313009
TSC22D4,12240,0.05575872171125778
ATP5PB,845,0.05575185045865982
BCAP29,993,0.05571469788510956
TMEM42,11900,0.05570027731902704
DDX24,2616,0.05568003464581986
DNM2,2868,0.055618239407789344
MAT2A,6901,0.0556045514853526
RRAS2,10035,0.05560011396157001
GPAT3,5022,0.055578961978211
PRPF8,9218,0.055578541394304286
EML4,3236,0.05556435037287171
SLC44A1,10702,0.05555718867997608
OFD1,8196,0.055533427332585705
CS,2350,0.055513123396949894
DHRS4,2719,0.05549868493001112
PDE4DIP,8498,0.05549086940373516
DEPDC1,2670,0.05547609288552373
TWSG1,12371,0.05546548234824139
APOO,555,0.05543380994930276
ENSG00000254615,3608,0.05543093452597271
ESD,4180,0.05541585224407883
NLE1,7914,0.055410383792920126
MED21,7007,0.05540086322995828
NDUFA8,7738,0.05539217695464203
IDH1,5571,0.055389084249937895
TMEM50A,11907,0.05538884072539311
MTCH1,7450,0.05538727048929757
TIMM22,11696,0.05538205542900568
INHBB,5719,0.0553641217158237
DMKN,2790,0.055359272148906166
DDT,2604,0.05535577571319879
NFE4,7837,0.05534717733426407
AIFM1,286,0.055310140478899025
APTX,564,0.05530066182369846
PGAM5,8596,0.05530020973055271
DPP3,2915,0.05529441767401029
YIF1A,12937,0.05525421047667307
ULK3,12537,0.05523937057274484
THG1L,11655,0.055204916289558606
GOT1,5014,0.05518372295648058
THOC3,11660,0.055148498287519054
ATP6V1C1,860,0.05511135294634064
MTSS2,7502,0.05510706442831584
ARSJ,714,0.055098619187487964
ELOB,3203,0.055092055544778494
ELOC,3204,0.05505985712910131
SH3YL1,10454,0.055050919638358495
HNRNPH2,5439,0.05503493024147572
POLR3D,8965,0.05501672385058799
EZR,4256,0.05501424330427554
CAMK2D,1375,0.05498437898392556
MEIS2,7033,0.0549832510980223
SAT1,10165,0.05497855110642247
TM9SF2,11749,0.054972656456443454
ECHDC1,3042,0.05494783642056591
RASEF,9631,0.054922253734753124
BUD31,1188,0.05491763783677456
GART,4795,0.0549106087384885
POR,8987,0.054887492698696076
PCYOX1,8476,0.05487696156947568
CARS2,1432,0.05484703770969148
PXN-AS1,9434,0.054730628841427445
NDUFB8,7759,0.05471240975361478
RBM5,9695,0.05471183563851946
EZH2,4255,0.05468341800541329
FDPS,4503,0.05468114146126092
VEGFA,12694,0.05468111152180469
GJB3,4897,0.05466835575447823
ZFHX3,13087,0.0546591019362751
BTBD1,1159,0.05464242945143118
LPCAT4,6577,0.0546061583122764
SPOP,11053,0.05458750139465009
SNU13,10916,0.05458352468437865
AFAP1,227,0.054578587301530423
SLC27A5,10624,0.05456149324325686
CLN8,2067,0.05456142673782971
NCAPH2,7686,0.054532001501268634
VPS36,12737,0.05451592094299624
CCDC18,1525,0.05451393041979726
CHMP7,1952,0.05450835219355055
SGTA,10425,0.05448593220616636
LINC00938,6366,0.054477850692558935
TRNAU1AP,12221,0.05446097969857909
D2HGDH,2514,0.054459384132175145
ENSG00000141141,3301,0.054455095771952164
NIPAL3,7892,0.054446223118775144
CYTH1,2509,0.05443819568800337
SLC22A18AS,10569,0.05440852163243668
RNF24,9953,0.054406279286276504
ATIC,797,0.054401873266186646
EIF3G,3152,0.054375041835273266
SMIM13,10818,0.0543669649281861
CHD1,1917,0.05434885008747198
TTLL12,12327,0.05431817885020335
DDAH2,2590,0.05428660633979465
TP53TG1,12064,0.05428595503733119
KPNA4,6144,0.0542474431182043
CXADR,2454,0.05422772338925309
SLC35A4,10653,0.05420679495471587
CTNNBL1,2408,0.05420253944586416
BLOC1S4,1068,0.05419070472011273
NDUFA2,7731,0.05417808731160409
HADHA,5239,0.05417658293079737
HSP90AB1,5512,0.05415889610185249
ENOSF1,3257,0.054147102176916026
UBE2O,12451,0.05411909332481715
RRM1,10038,0.05411239847583294
PROCR,9199,0.05410715967549401
CCDC28B,1534,0.05408213265899722
COIL,2168,0.05408117489534629
ZC3H13,13027,0.05408003891759638
SMURF2,10852,0.054078797947363665
PSMB1,9284,0.054072399338922814
PNMA1,8888,0.0540445243252587
BAG2,949,0.05402104086291236
DNAJC8,2855,0.05400310510518767
ANXA4,491,0.053962901709405306
NAB2,7620,0.05393834014722791
PCCB,8427,0.053882614342893806
DLGAP5,2776,0.05387213284355876
UTP3,12649,0.0537970615733047
RAB17,9484,0.05379491132504325
LENG1,6274,0.05372800814773009
TSEN15,12241,0.05371724934443693
CYP1B1,2486,0.05371062112214406
GINS1,4888,0.053689527722014796
GEMIN2,4851,0.0536869360618656
CPE,2263,0.05364756607582692
TMED10,11771,0.053606454131672795
TSPAN1,12256,0.0536050678564723
EXOSC10,4236,0.05359012273080818
SLC36A4,10673,0.053554469441662506
USP36,12615,0.053545124389284715
UBE2Z,12460,0.05352023448318279
CAPZB,1416,0.05351759320106482
EIF3I,3154,0.05349674563562997
RBCK1,9656,0.05348363598493586
MRPL36,7351,0.05348079669752586
RAC2,9548,0.05346149310112104
RCCD1,9719,0.05344514317619256
ITM2B,5846,0.05343767112838619
MIR9-1HG,7186,0.053433697828189415
PCBP1,8422,0.05342477597750234
SIKE1,10494,0.05341845735634866
GCA,4823,0.0534091741994801
UBE2D3,12433,0.05334508626837313
MRPL57,7371,0.05331472377420915
UBA3,12409,0.05329055960073742
ABCF2,41,0.053289638507336506
TRAPPC2L,12132,0.05328335351154949
BRI3,1135,0.05327846771890454
FBXO32,4466,0.05322971933698452
MRPS34,7395,0.053226800545246866
TNFRSF1A,11982,0.05322000068850222
DCXR,2586,0.0532042115563235
VAC14,12658,0.05315095321608518
TDG,11547,0.053139997103204224
TMEM101,11779,0.053133931734247665
TRIM37,12167,0.05309370234447211
SLC10A3,10531,0.05309079003028049
BPNT2,1115,0.05306412776123447
TSC2,12236,0.0530439050554946
CHD9,1925,0.053025285649779055
CD99,1658,0.05299662925484631
PYCR3,9439,0.05299576961842528
SNRPD2,10906,0.05298963712286828
HAGH,5241,0.05298449833561876
STMN1,11242,0.05295682179927693
FBXO5,4479,0.0529516078010077
RNPEP,9975,0.05293591759940798
RAP1B,9602,0.05290943360659649
TUBB2A,12342,0.05280177591378528
TMED9,11778,0.05277412653373807
NAGK,7633,0.05275052054223313
POLD3,8921,0.052746274842730576
NIF3L1,7878,0.05274296363074923
DDX5,2630,0.05272395849865095
CARD10,1417,0.052715342805227036
SPPL2A,11057,0.05264149928414957
DSN1,2944,0.05263573170730641
PRKRIP1,9186,0.052634619470327534
GPR157,5059,0.05262982470055443
PKP4,8771,0.052620938642614676
IRX3,5810,0.05260537234813768
GNPAT,4980,0.05260147372676542
ASB1,726,0.05255643443684401
ZNF576,13420,0.05255282465409429
MRPS22,7385,0.0525431501499901
RBM10,9663,0.052522251685985594
IFNGR2,5609,0.0525175657952084
PTGES,9352,0.052512698455760655
UCK1,12506,0.05249720662558996
PIK3CD-AS2,8716,0.05245713371192582
PWP2,9423,0.05242896352617826
NRG1,8038,0.0524210080650936
CUX1,2447,0.052417069678875515
CTNNB1,2406,0.05240741047135772
GLT8D1,4930,0.05239756284677771
